right_37_1_gray.jpg;[0.0, 0.060216643448099391, 0.16757171694197254, 0.30978307224291357, 0.41565973900434994, 0.3539931197225144, 1.0, 0.71264890683194493, 0.23458334517954113, 0.35919597418474397, 0.67310152673926027, 0.14778381144627981, 0.17257555511329714, 0.51567964063344041, 0.19526341227646207, 0.056719642907912322, 0.0, 0.060216643448099391, 0.16757171694197254, 0.30978307224291357, 0.41565973900434994, 0.3539931197225144, 1.0, 0.71264890683194493, 0.23458334517954113, 0.35919597418474397, 0.67310152673926027, 0.14778381144627981, 0.17257555511329714, 0.51567964063344041, 0.19526341227646207, 0.056719642907912322]
left_43_1_gray.jpg;[0.088558135332911736, 0.29429036046616674, 0.20202818682807841, 0.15139127292438342, 0.38783991327129824, 0.4888427138856265, 1.0, 0.45500948595175716, 0.053482699430842898, 0.050433643508898729, 0.23534194597524619, 0.048830065949950312, 0.24823832324509892, 0.10818502123046346, 0.0, 0.067327671876411602, 0.088558135332911736, 0.29429036046616674, 0.20202818682807841, 0.15139127292438342, 0.38783991327129824, 0.4888427138856265, 1.0, 0.45500948595175716, 0.053482699430842898, 0.050433643508898729, 0.23534194597524619, 0.048830065949950312, 0.24823832324509892, 0.10818502123046346, 0.0, 0.067327671876411602]
right_28_1_gray.jpg;[0.0, 0.060800732097918093, 0.062072752230610845, 0.075003431708991083, 0.24959963395104096, 0.29067032715625712, 1.0, 0.27104095172729353, 0.23866392129947381, 0.29054221002059027, 0.42977808281857699, 0.12647906657515443, 0.12825440402653854, 0.16354152367879204, 0.18615419812399908, 0.47375886524822697, 0.0, 0.060800732097918093, 0.062072752230610845, 0.075003431708991083, 0.24959963395104096, 0.29067032715625712, 1.0, 0.27104095172729353, 0.23866392129947381, 0.29054221002059027, 0.42977808281857699, 0.12647906657515443, 0.12825440402653854, 0.16354152367879204, 0.18615419812399908, 0.47375886524822697]
left_20_1_gray.jpg;[0.23532830332361399, 0.38383382932034749, 0.39112834540736063, 0.43174918086993114, 0.61058506427791304, 0.50396288614342544, 1.0, 0.37540706004949848, 0.29068847005541026, 0.38458532479634472, 0.2628831374435126, 0.28066853037544714, 0.27683089347802126, 0.0411418723259286, 0.0, 0.019969739782166512, 0.23532830332361399, 0.38383382932034749, 0.39112834540736063, 0.43174918086993114, 0.61058506427791304, 0.50396288614342544, 1.0, 0.37540706004949848, 0.29068847005541026, 0.38458532479634472, 0.2628831374435126, 0.28066853037544714, 0.27683089347802126, 0.0411418723259286, 0.0, 0.019969739782166512]
right_99_1_gray.jpg;[0.084701766894677039, 0.14480515140036987, 0.15905394264833672, 0.20650163766404492, 0.33949778302622491, 0.36964417013881151, 1.0, 0.26296205521267352, 0.076680555246095225, 0.26750740848020321, 0.15555580312381631, 0.015931017579822196, 0.10639246006105034, 0.090472583052962283, 0.0, 0.027383525322519552, 0.084701766894677039, 0.14480515140036987, 0.15905394264833672, 0.20650163766404492, 0.33949778302622491, 0.36964417013881151, 1.0, 0.26296205521267352, 0.076680555246095225, 0.26750740848020321, 0.15555580312381631, 0.015931017579822196, 0.10639246006105034, 0.090472583052962283, 0.0, 0.027383525322519552]
spoofleft_110_1_gray.jpg;[0.0, 0.020309419986858611, 0.32154590526252913, 0.58622543456185416, 0.50110507138163785, 0.60784899348903887, 0.54046950600322563, 1.0, 0.53330147541962847, 0.41419270055552238, 0.52458037154291859, 0.67212233438862667, 0.55193835493698107, 0.54363538617764773, 0.51084164625769068, 0.36807837046771402, 0.0, 0.020309419986858611, 0.32154590526252913, 0.58622543456185416, 0.50110507138163785, 0.60784899348903887, 0.54046950600322563, 1.0, 0.53330147541962847, 0.41419270055552238, 0.52458037154291859, 0.67212233438862667, 0.55193835493698107, 0.54363538617764773, 0.51084164625769068, 0.36807837046771402]
left_18_1_gray.jpg;[0.0, 0.093583381561611112, 0.1391560256615483, 0.14890839910849515, 0.43609855807710779, 0.51767617687259115, 1.0, 0.39046434596298529, 0.39849281501274458, 0.65448030439226212, 0.45626823952420237, 0.47142628461661595, 0.54879265124182686, 0.39700286906946103, 0.47030574675844405, 0.26115920257108027, 0.0, 0.093583381561611112, 0.1391560256615483, 0.14890839910849515, 0.43609855807710779, 0.51767617687259115, 1.0, 0.39046434596298529, 0.39849281501274458, 0.65448030439226212, 0.45626823952420237, 0.47142628461661595, 0.54879265124182686, 0.39700286906946103, 0.47030574675844405, 0.26115920257108027]
left_46_1_gray.jpg;[0.014985041433904318, 0.0, 0.076248974080643878, 0.021842154033517778, 0.24487040321940112, 0.4195811601493209, 1.0, 0.55518784252468822, 0.27558179555743822, 0.45516401472028806, 0.51870482645415794, 0.1971618437425538, 0.29906542056074764, 0.53257790368271951, 0.3115882555399645, 0.25567234121415899, 0.014985041433904318, 0.0, 0.076248974080643878, 0.021842154033517778, 0.24487040321940112, 0.4195811601493209, 1.0, 0.55518784252468822, 0.27558179555743822, 0.45516401472028806, 0.51870482645415794, 0.1971618437425538, 0.29906542056074764, 0.53257790368271951, 0.3115882555399645, 0.25567234121415899]
right_62_1_gray.jpg;[0.0, 0.18147460332974946, 0.10389991203205942, 0.4552503828234451, 0.24052715602906199, 0.3262958980875118, 1.0, 0.35209982732219075, 0.34178802984393836, 0.98942755677190242, 0.45349102401198971, 0.29399211546606718, 0.22096243443130356, 0.079985664483758517, 0.078535822500244351, 0.30479262372527938, 0.0, 0.18147460332974946, 0.10389991203205942, 0.4552503828234451, 0.24052715602906199, 0.3262958980875118, 1.0, 0.35209982732219075, 0.34178802984393836, 0.98942755677190242, 0.45349102401198971, 0.29399211546606718, 0.22096243443130356, 0.079985664483758517, 0.078535822500244351, 0.30479262372527938]
right_26_1_gray.jpg;[0.44201281196556425, 0.72981825560161162, 0.4358097336154671, 0.35616491299264713, 0.62404707382822688, 0.54945553977409978, 1.0, 0.28740929688783251, 0.25705092901243515, 0.37304462931292692, 0.31803820400591321, 0.12411953969680281, 0.29004705450399526, 0.11996482989845117, 0.029682019768688946, 0.0, 0.44201281196556425, 0.72981825560161162, 0.4358097336154671, 0.35616491299264713, 0.62404707382822688, 0.54945553977409978, 1.0, 0.28740929688783251, 0.25705092901243515, 0.37304462931292692, 0.31803820400591321, 0.12411953969680281, 0.29004705450399526, 0.11996482989845117, 0.029682019768688946, 0.0]
